original,uniformat,equivalent
"Wang, Jianxin",Jianxin Wang,"['Wang, Jianxin']"
Jianxin Zhou,Jianxin Zhou,['Jianxin Zhou']
"Yan, Jianye",Jianye Yan,"['Yan, Jianye']"
Jiaping Qiu,Jiaping Qiu,"['Jiaping Qiu', 'Qiu, Jiaping']"
Jiaquan Yao,Jiaquan Yao,"['Jiaquan Yao', 'Yao, Jiaquan']"
"Pang, Jiaren",Jiaren Pang,"['Pang, Jiaren']"
Jiawei Chen,Jiawei Chen,"['Jiawei Chen', 'Chen, Jiawei']"
Jiawei Yao,Jiawei Yao,"['Jiawei Yao', 'Yao, Jiawei']"
"Yang, Jiawen",Jiawen Yang,"['Yang, Jiawen', 'Jiawen Yang', 'Jimmy Yang, J.']"
"Pan, Jiazhu",Jiazhu Pan,"['Pan, Jiazhu']"
Jidong Zhou,Jidong Zhou,['Jidong Zhou']
"He, Jie (Jack)",Jie (Jack) He,"['He, Jie (Jack)', 'Jie He', 'Jie (Jack) He', 'He, Jie']"
"Cai, Jie",Jie Cai,"['Cai, Jie', 'Jie Cai']"
"Cao, Jie",Jie Cao,"['Cao, Jie']"
"Chen, Jie",Jie Chen,"['Chen, Jie']"
"Gan, Jie",Jie Gan,"['Gan, Jie', 'Jie Gan']"
"Hou, Jie",Jie Hou,"['Hou, Jie']"
"Hu, Jie",Jie Hu,"['Hu, Jie']"
"Jiao, Jie",Jie Jiao,"['Jiao, Jie']"
"Luo, Jie",Jie Luo,"['Luo, Jie']"
"Qin, Jie",Jie Qin,"['Qin, Jie']"
"Sun, Jie",Jie Sun,"['Sun, Jie']"
"Yang, Jie",Jie Yang,"['Yang, Jie', 'Jimmy Yang, J.']"
"Zhang, Jie",Jie Zhang,"['Zhang, Jie']"
Jie Zheng,Jie Zheng,['Jie Zheng']
"Zhu, Jie",Jie Zhu,"['Zhu, Jie']"
"Lee, Jie-Haun",Jie-Haun Lee,"['Lee, Jie-Haun']"
"Mo, Jie-Ping",Jie-Ping Mo,"['Mo, Jie-Ping']"
"Fang, Jieyan",Jieyan Fang,"['Fang, Jieyan']"
"Zhu, Jigao",Jigao Zhu,"['Zhu, Jigao']"
Jihad Dagher,Jihad Dagher,"['Jihad Dagher', 'Dagher, Jihad']"
"Yu, Jihai",Jihai Yu,"['Yu, Jihai']"
"Park, Jiho",Jiho Park,"['Park, Jiho']"
"Lee, Jihong",Jihong Lee,"['Lee, Jihong', 'Jihong Lee']"
"Kim, Jihyun",Jihyun Kim,"['Kim, Jihyun']"
"Niu, Jijun",Jijun Niu,"['Niu, Jijun']"
"Huang, Jikun",Jikun Huang,"['Huang, Jikun', 'Jiekun Huang', 'Huang, JiKun', 'Huang, Jiekun', 'Huang, J u-Chin']"
"Sörensen, Jil",Jil Sörensen,"['Sörensen, Jil']"
Jill C. Weise,Jill C. Weise,['Jill C. Weise']
Jill J. McCluskey,Jill J. McCluskey,['Jill J. McCluskey']
"Luoto, Jill",Jill Luoto,"['Luoto, Jill']"
"Tiefenthaler, Jill",Jill Tiefenthaler,"['Tiefenthaler, Jill']"
Jim Brumby,Jim Brumby,['Jim Brumby']
"Cunningham, Jim",Jim Cunningham,"['Cunningham, Jim']"
"Griffin, Jim E.",Jim E. Griffin,"['Griffin, Jim E.', 'Griffin, J. E.']"
"Hsieh, Jim",Jim Hsieh,"['Hsieh, Jim']"
Jim Leitzel,Jim Leitzel,"['Jim Leitzel', 'Leitzel, Jim']"
Jim Malley,Jim Malley,"['Jim Malley', 'Malley, Jim']"
"Masumeci, Jim",Jim Masumeci,"['Masumeci, Jim']"
"Rollo, Jim",Jim Rollo,"['Rollo, Jim']"
Jim Schallheim,Jim Schallheim,['Jim Schallheim']
"Taylor, Jim",Jim Taylor,"['Taylor, Jim', 'Taylor, J. Edward', 'Taylor, J Edward']"
"Thomas, Jim",Jim Thomas,"['Thomas, Jim', 'Thomas, J. P.']"
"Jin, Jim Y.",Jim Y. Jin,"['Jin, Jim Y.', 'Jin, Jim']"
"Ha, Jiming",Jiming Ha,"['Ha, Jiming']"
Jimmy Chan,Jimmy Chan,"['Jimmy Chan', 'Chan, Jimmy']"
"Hilliard, Jimmy E.",Jimmy E. Hilliard,"['Hilliard, Jimmy E.', 'Hilliard, Jimmy E']"
"Liew, Jimmy",Jimmy Liew,"['Liew, Jimmy']"
Jimmy Lopez,Jimmy Lopez,['Jimmy Lopez']
"Skoglund, Jimmy",Jimmy Skoglund,"['Skoglund, Jimmy']"
"Teng, Jimmy",Jimmy Teng,"['Teng, Jimmy']"
"Zhang, Jin E.",Jin E. Zhang,"['Zhang, Jin E.']"
"Gao, Jin",Jin Gao,"['Gao, Jin']"
"Kyoung Kim, Jin",Jin Kyoung Kim,"['Kyoung Kim, Jin', 'Kim, Jin Kyoung']"
Jin Li,Jin Li,"['Jin Li', 'Li, Jin']"
"Jeon, Jin Q.",Jin Q. Jeon,"['Jeon, Jin Q.']"
Jin Seo Cho,Jin Seo Cho,"['Jin Seo Cho', 'Cho, Jin Seo']"
"Wang, Jin",Jin Wang,"['Wang, Jin']"
Jin Wu,Jin Wu,['Jin Wu']
"Xiang, Jin",Jin Xiang,"['Xiang, Jin']"
"Xu, Jin",Jin Xu,"['Xu, Jin', 'Jin Xu']"
"Jung, Jin Yong",Jin Yong Jung,"['Jung, Jin Yong']"
"Yu, Jin",Jin Yu,"['Yu, Jin']"
"Duan, Jin-Chuan",Jin-Chuan Duan,"['Duan, Jin-Chuan', 'Jin-Chuan Duan']"
"Jeong, Jin-Ho",Jin-Ho Jeong,"['Jeong, Jin-Ho']"
"Yeh, Jin-Huei",Jin-Huei Yeh,"['Yeh, Jin-Huei']"
"Kim, Jin-Hyuk",Jin-Hyuk Kim,"['Kim, Jin-Hyuk', 'Jin-Hyuk Kim']"
"Hu, Jin-Li",Jin-Li Hu,"['Hu, Jin-Li']"
"Peng, Jin-Lung",Jin-Lung Peng,"['Peng, Jin-Lung']"
Jin-Mo Kim,Jin-Mo Kim,"['Jin-Mo Kim', 'Kim, Jin-Mo']"
"Lee, Jin-Ping",Jin-Ping Lee,"['Lee, Jin-Ping']"
"Liu, Jin-Tan",Jin-Tan Liu,"['Liu, Jin-Tan', 'Jin-Tan Liu']"
"Cho, Jin-Wan",Jin-Wan Cho,"['Cho, Jin-Wan']"
"Zhang, Jinan",Jinan Zhang,"['Zhang, Jinan', 'Zhang, J.', 'Jinfan Zhang']"
"Kim, Jinbang",Jinbang Kim,"['Kim, Jinbang']"
"Lv, Jinchi",Jinchi Lv,"['Lv, Jinchi']"
"Ye, Jinchun",Jinchun Ye,"['Ye, Jinchun']"
"Xu, Jinfeng",Jinfeng Xu,"['Xu, Jinfeng']"
Jing Cai,Jing Cai,"['Jing Cai', 'Cai, Jing']"
Jing Chen,Jing Chen,"['Jing Chen', 'Chen, Ding', 'Ying Chen', 'Chen, Ting', 'Chen, Jing', 'Chen, Ying']"
"Wu, Jing Cynthia",Jing Cynthia Wu,"['Wu, Jing Cynthia', 'Wu, Jing', 'Jing Cynthia Wu']"
"Han, Jing",Jing Han,"['Han, Jing']"
"He, Jing",Jing He,"['He, Jing']"
"Li, Jing",Jing Li,"['Li, Jing']"
"Shi, Jing",Jing Shi,"['Shi, Jing']"
"Xing, Jing",Jing Xing,"['Xing, Jing']"
"Xu, Jing",Jing Xu,"['Xu, Jing']"
"Yao, Jing",Jing Yao,"['Yao, Jing']"
"Yu, Jing",Jing Yu,"['Yu, Jing']"
"Zhang, Jing",Jing Zhang,"['Zhang, Jing', 'Zhang, J.', 'Zhang, Ling', 'Zhang, Ting', 'Zhang, Ying', 'Jing Zhang']"
Jing Zhao,Jing Zhao,['Jing Zhao']
"Zhou, Jing",Jing Zhou,"['Zhou, Jing']"
"Kuo, Jing-Ming",Jing-Ming Kuo,"['Kuo, Jing-Ming']"
"Huang, Jing-zhi",Jing-zhi Huang,"['Huang, Jing-zhi', 'Huang, Jing-Zhi', 'Huang, J u-Chin', 'Jing-zhi Huang']"
"Lu, Jingfeng",Jingfeng Lu,"['Lu, Jingfeng', 'Jingfeng Lu']"
Jinghan Meng,Jinghan Meng,['Jinghan Meng']
"Lei, Jinghua",Jinghua Lei,"['Lei, Jinghua']"
"Yan, Jinghua",Jinghua Yan,"['Yan, Jinghua']"
"Yang, Jingjing",Jingjing Yang,"['Yang, Jingjing', 'Jimmy Yang, J.']"
"Zhang, Jingjing",Jingjing Zhang,"['Zhang, Jingjing', 'Zhang, J.', 'Zhang, Qingjing']"
"Wu, Jinglian",Jinglian Wu,"['Wu, Jinglian']"
"Gu, Jingping",Jingping Gu,"['Gu, Jingping']"
"Yu, Jingsheng",Jingsheng Yu,"['Yu, Jingsheng']"
"Zheng, Jinguo",Jinguo Zheng,"['Zheng, Jinguo']"
"Jia, Jingyi Jane",Jingyi Jane Jia,"['Jia, Jingyi Jane', 'Jia, Jingyi']"
"Li, Jingyuan",Jingyuan Li,"['Li, Jingyuan', 'Li, Qingyuan']"
Jinho Byun,Jinho Byun,['Jinho Byun']
"You, Jinhong",Jinhong You,"['You, Jinhong']"
"Zhao, Jinhua",Jinhua Zhao,"['Zhao, Jinhua', 'Jinhua Zhao']"
Jinhui H. Bai,Jinhui H. Bai,['Jinhui H. Bai']
Jinhyuk Lee,Jinhyuk Lee,['Jinhyuk Lee']
"Kim, Jinill",Jinill Kim,"['Kim, Jinill', 'Jinill Kim']"
"Hu, Jinjin",Jinjin Hu,"['Hu, Jinjin']"
"Ren, Jinjuan",Jinjuan Ren,"['Ren, Jinjuan']"
"Tsukui, Jinkichi",Jinkichi Tsukui,"['Tsukui, Jinkichi', 'J. Tsukui']"
"Zeng, Jinli",Jinli Zeng,"['Zeng, Jinli']"
"Li, Jinlu",Jinlu Li,"['Li, Jinlu']"
"Du, Jinmin",Jinmin Du,"['Du, Jinmin']"
"Ara, Jinnat",Jinnat Ara,"['Ara, Jinnat']"
"Jeong, Jinook",Jinook Jeong,"['Jeong, Jinook']"
"Ma, Jinpeng",Jinpeng Ma,"['Ma, Jinpeng']"
Jinqiang Yang,Jinqiang Yang,"['Jinqiang Yang', 'Yang, Jinqiang', 'Jimmy Yang, J.']"
"Zhang, Jinqing",Jinqing Zhang,"['Zhang, Jinqing']"
"Hahn, Jinsoo",Jinsoo Hahn,"['Hahn, Jinsoo']"
"Lee, Jinsoo",Jinsoo Lee,"['Lee, Jinsoo', 'Junsoo Lee']"
"Kim, Jinwoo",Jinwoo Kim,"['Kim, Jinwoo', 'Jinwoo Kim']"
"Cai, Jinyong",Jinyong Cai,"['Cai, Jinyong']"
Jinyong Hahn,Jinyong Hahn,"['Jinyong Hahn', 'Hahn, Jinyong']"
"Kim, Jinyoung",Jinyoung Kim,"['Kim, Jinyoung']"
"Chang, Jinyuan",Jinyuan Chang,"['Chang, Jinyuan']"
"Gong, Jiong",Jiong Gong,"['Gong, Jiong']"
"Yang, Jiong",Jiong Yang,"['Yang, Jiong', 'Yang, Jing', 'Jing Yang', 'Jimmy Yang, J.']"
"Chod, Jiri",Jiri Chod,"['Chod, Jiri']"
"Reif, Jiri",Jiri Reif,"['Reif, Jiri']"
"Rohn, Jiri",Jiri Rohn,"['Rohn, Jiri']"
Jiri Slacalek,Jiri Slacalek,['Jiri Slacalek']
"Skolka, Jiri V.",Jiri V. Skolka,"['Skolka, Jiri V.']"
"Hodoshima, Jiro",Jiro Hodoshima,"['Hodoshima, Jiro']"
Jiro Yoshida,Jiro Yoshida,['Jiro Yoshida']
"Yang, Jisheng",Jisheng Yang,"['Yang, Jisheng', 'Jimmy Yang, J.']"
Jishnu Das,Jishnu Das,"['Jishnu Das', 'Das, Jishnu']"
Jisong Wu,Jisong Wu,"['Jisong Wu', 'Wu, Jisong']"
Jisoo Hwang,Jisoo Hwang,"['Jisoo Hwang', 'Hwang, J. T. Gene']"
Jitendralal Borkakoti,Jitendralal Borkakoti,['Jitendralal Borkakoti']
"Jayaratne, Jith",Jith Jayaratne,"['Jayaratne, Jith', 'Jith Jayaratne']"
"Gao, Jiti",Jiti Gao,"['Gao, Jiti']"
Jitka Maleckova,Jitka Maleckova,['Jitka Maleckova']
"Tongurai, Jittima",Jittima Tongurai,"['Tongurai, Jittima']"
"Kale, Jivendra",Jivendra Kale,"['Kale, Jivendra']"
"Wang, Jiwei",Jiwei Wang,"['Wang, Jiwei']"
"Yin, Jiying",Jiying Yin,"['Yin, Jiying']"
"Lee, Jiyon",Jiyon Lee,"['Lee, Jiyon']"
"Zhou, Jizhong",Jizhong Zhou,"['Zhou, Jizhong']"
"Gray, Jo Anna",Jo Anna Gray,"['Gray, Jo Anna']"
Jo Blanden,Jo Blanden,['Jo Blanden']
Jo Seldeslachts,Jo Seldeslachts,['Jo Seldeslachts']
"Lind, Jo Thori",Jo Thori Lind,"['Lind, Jo Thori', 'Jo Thori Lind']"
"Saxe, Jo W.",Jo W. Saxe,"['Saxe, Jo W.']"
"Wells, Jo",Jo Wells,"['Wells, Jo']"
"Suchard, Jo-Ann",Jo-Ann Suchard,"['Suchard, Jo-Ann']"
"Feeney, JoAnne",JoAnne Feeney,"['Feeney, JoAnne']"
Joachim De Weerdt,Joachim De Weerdt,"['Joachim De Weerdt', 'De Weerdt, Joachim']"
"Dorfner, Joachim",Joachim Dorfner,"['Dorfner, Joachim']"
"Fischer, Joachim",Joachim Fischer,"['Fischer, Joachim']"
Joachim Freyberger,Joachim Freyberger,"['Joachim Freyberger', 'Freyberger, Joachim']"
"Grammig, Joachim",Joachim Grammig,"['Grammig, Joachim']"
Joachim Henkel,Joachim Henkel,['Joachim Henkel']
"Inkmann, Joachim",Joachim Inkmann,"['Inkmann, Joachim', 'Joachim Inkmann']"
"Jarreau, Joachim",Joachim Jarreau,"['Jarreau, Joachim']"
"Lamel, Joachim",Joachim Lamel,"['Lamel, Joachim']"
"Merz, Joachim",Joachim Merz,"['Merz, Joachim']"
"Schwalbach, Joachim",Joachim Schwalbach,"['Schwalbach, Joachim']"
"Stibora, Joachim",Joachim Stibora,"['Stibora, Joachim']"
"Wagner, Joachim",Joachim Wagner,"['Wagner, Joachim']"
"Weimann, Joachim",Joachim Weimann,"['Weimann, Joachim', 'Joachim Weimann']"
Joachim Winter,Joachim Winter,"['Joachim Winter', 'Joachim K. Winter', 'Winter, Joachim']"
"Zietz, Joachim",Joachim Zietz,"['Zietz, Joachim']"
"von Amsberg, Joachim",Joachim von Amsberg,"['von Amsberg, Joachim']"
"von Rheinbaben, Joachim",Joachim von Rheinbaben,"['von Rheinbaben, Joachim']"
"Tåg, Joacim",Joacim Tåg,"['Tåg, Joacim', 'Joacim Tåg']"
"Gullstrand, Joakim",Joakim Gullstrand,"['Gullstrand, Joakim']"
"Persson, Joakim",Joakim Persson,"['Persson, Joakim']"
"Sonnegard, Joakim",Joakim Sonnegard,"['Sonnegard, Joakim']"
"Westerlund, Joakim",Joakim Westerlund,"['Westerlund, Joakim']"
Joan Calzada,Joan Calzada,['Joan Calzada']
Joan Costa-Font,Joan Costa-Font,['Joan Costa-Font']
"Ricart I Costa, Joan E.",Joan E. Ricart I Costa,"['Ricart I Costa, Joan E.', 'Joan Ricart i Costa', 'Ricart I Costa, Joan E', 'Ricart i Costa, Joan E']"
"Esteban, Joan",Joan Esteban,"['Esteban, Joan', 'Esteban, J.', 'Joan Esteban']"
Joan Farre-Mensa,Joan Farre-Mensa,['Joan Farre-Mensa']
"Riley, Joan G",Joan G Riley,"['Riley, Joan G']"
"Walters, Joan G",Joan G Walters,"['Walters, Joan G']"
"Haworth, Joan Gustafson",Joan Gustafson Haworth,"['Haworth, Joan Gustafson']"
Joan Hamory Hicks,Joan Hamory Hicks,"['Joan Hamory Hicks', 'J. R. Hicks']"
"Walker, Joan L.",Joan L. Walker,"['Walker, Joan L.']"
"Lamm-Tennant, Joan",Joan Lamm-Tennant,"['Lamm-Tennant, Joan']"
"Jantorni, Joan M",Joan M Jantorni,"['Jantorni, Joan M']"
"Kampmeyer, Joan M",Joan M Kampmeyer,"['Kampmeyer, Joan M']"
Joan Mitchell,Joan Mitchell,['Joan Mitchell']
Joan Monras,Joan Monras,['Joan Monras']
"Montllor-Serrats, Joan",Joan Montllor-Serrats,"['Montllor-Serrats, Joan']"
"Muysken, Joan",Joan Muysken,"['Muysken, Joan']"
"Robinson, Joan",Joan Robinson,"['Robinson, Joan', 'Joan Robinson']"
Joan Wilson,Joan Wilson,['Joan Wilson']
Joan Y. Moriarty,Joan Y. Moriarty,['Joan Y. Moriarty']
Joan de Marti Beltran,Joan de Marti Beltran,['Joan de Marti Beltran']
Joan de Martí,Joan de Martí,['Joan de Martí']
Joana Monteiro,Joana Monteiro,"['Joana Monteiro', 'Monteiro, Joana C.M.']"
"Jasiak, Joann",Joann Jasiak,"['Jasiak, Joann', 'Jasiak, J.']"
"Frodin, Joanna Hayward",Joanna Hayward Frodin,"['Frodin, Joanna Hayward', 'Frodin, Joanna H.']"
"Lahey, Joanna N.",Joanna N. Lahey,"['Lahey, Joanna N.', 'Joanna N. Lahey']"
Joanna Shuang Wu,Joanna Shuang Wu,['Joanna Shuang Wu']
"Stavins, Joanna",Joanna Stavins,"['Stavins, Joanna', 'Joanna Stavins']"
Joanna Swaffield,Joanna Swaffield,"['Joanna Swaffield', 'Swaffield, Joanna K']"
"Hill, Joanne",Joanne Hill,"['Hill, Joanne']"
"Leslie, Joanne",Joanne Leslie,"['Leslie, Joanne']"
"Li, Joanne",Joanne Li,"['Li, Joanne']"
Joanne M. Doyle,Joanne M. Doyle,['Joanne M. Doyle']
"Roberts, Joanne",Joanne Roberts,"['Roberts, Joanne', 'Joanne Roberts']"
"Ercolani, Joanne S.",Joanne S. Ercolani,"['Ercolani, Joanne S.']"
Joanne Salop,Joanne Salop,['Joanne Salop']
"Song, Joanne",Joanne Song,"['Song, Joanne']"
Joanne Spetz,Joanne Spetz,['Joanne Spetz']
Joanne W. Hsu,Joanne W. Hsu,['Joanne W. Hsu']
Joanne Yoong,Joanne Yoong,['Joanne Yoong']
"Amaro de Matos, Joao",Joao Amaro de Matos,"['Amaro de Matos, Joao']"
"Ejarque, Joao",Joao Ejarque,"['Ejarque, Joao']"
"Cocco, Joao F.",Joao F. Cocco,"['Cocco, Joao F.', 'João F. Cocco', 'Joao F. Cocco', 'Cocco, João F.']"
"Gomes, Joao F.",Joao F. Gomes,"['Gomes, Joao F.', 'Joao Gomes', 'Joao F. Gomes', 'Gomes, Joao', 'João F. Gomes']"
"Neves, Joao L.",Joao L. Neves,"['Neves, Joao L.', 'Neves, Joao C.']"
"Salles, Joao M.",Joao M. Salles,"['Salles, Joao M.']"
"Sanson, Joao Rogerio",Joao Rogerio Sanson,"['Sanson, Joao Rogerio']"
"Issler, Joao Victor",Joao Victor Issler,"['Issler, Joao Victor', 'Issler, João Victor', 'Victor Issler, Joao']"
"Carmo Oliveira, Joao do",Joao do Carmo Oliveira,"['Carmo Oliveira, Joao do']"
Joaquim Ayuso-i-Casals,Joaquim Ayuso-i-Casals,['Joaquim Ayuso-i-Casals']
"Ramalho, Joaquim J.S.",Joaquim J.S. Ramalho,"['Ramalho, Joaquim J.S.', 'Ramalho, Joaquim J. S.']"
"Silvestre, Joaquim",Joaquim Silvestre,"['Silvestre, Joaquim', 'Joaquim Silvestre']"
"Cottani, Joaquin A",Joaquin A Cottani,"['Cottani, Joaquin A']"
"Diaz, Joaquin",Joaquin Diaz,"['Diaz, Joaquin']"
"Vespignani, Joaquin L.",Joaquin L. Vespignani,"['Vespignani, Joaquin L.']"
"Lorences, Joaquin",Joaquin Lorences,"['Lorences, Joaquin']"
"Maudos, Joaquin",Joaquin Maudos,"['Maudos, Joaquin', 'Maudos, Joaquín']"
"Poblete, Joaquín",Joaquín Poblete,"['Poblete, Joaquín', 'Poblete, Joaquin']"
"Swank, Job",Job Swank,"['Swank, Job', 'Job Swank']"
"Evans, Jocelyn",Jocelyn Evans,"['Evans, Jocelyn', 'Evans, J P']"
Jocelyn Finlay,Jocelyn Finlay,['Jocelyn Finlay']
"Home, Jocelyn",Jocelyn Home,"['Home, Jocelyn']"
"Lin, Jocelyn",Jocelyn Lin,"['Lin, Jocelyn']"
"Martel, Jocelyn",Jocelyn Martel,"['Martel, Jocelyn']"
Jochem Bresser,Jochem Bresser,['Jochem Bresser']
"Andritzky, Jochen",Jochen Andritzky,"['Andritzky, Jochen']"
"Dorn, Jochen",Jochen Dorn,"['Dorn, Jochen']"
"Jungeilges, Jochen",Jochen Jungeilges,"['Jungeilges, Jochen', 'Jungeilges, Jochen A.']"
Jochen Kluve,Jochen Kluve,['Jochen Kluve']
"Krause, Jochen",Jochen Krause,"['Krause, Jochen']"
"Lawrenz, Jochen",Jochen Lawrenz,"['Lawrenz, Jochen']"
Jochen Mankart,Jochen Mankart,"['Jochen Mankart', 'Mankart, Jochen']"
"Mierau, Jochen O.",Jochen O. Mierau,"['Mierau, Jochen O.']"
Jochen Runde,Jochen Runde,['Jochen Runde']
"Schanz, Jochen",Jochen Schanz,"['Schanz, Jochen']"
Jochen Schumann,Jochen Schumann,['Jochen Schumann']
Jochen Streb,Jochen Streb,['Jochen Streb']
"Anderson, Jock",Jock Anderson,"['Anderson, Jock']"
"Sindelar, Jody L",Jody L Sindelar,"['Sindelar, Jody L']"
Jody Overland,Jody Overland,"['Jody Overland', 'Overland, Jody']"
"Bell, Joe A",Joe A Bell,"['Bell, Joe A']"
"Stone, Joe A.",Joe A. Stone,"['Stone, Joe A.', 'Joe A. Stone', 'Stone, Joe A']"
"Amoako-Tuffour, Joe",Joe Amoako-Tuffour,"['Amoako-Tuffour, Joe']"
Joe Beaulieu,Joe Beaulieu,"['Joe Beaulieu', 'Joseph Beaulieu, J.', 'J. Joseph Beaulieu', 'Beaulieu, J Joseph']"
"Ganley, Joe",Joe Ganley,"['Ganley, Joe']"
"Hirschberg, Joe",Joe Hirschberg,"['Hirschberg, Joe', 'Hirschberg, J.', 'Hirschberg, J.G.']"
Joe Kerkvliet,Joe Kerkvliet,"['Joe Kerkvliet', 'Kerkvliet, Joe']"
Joe Kogan,Joe Kogan,['Joe Kogan']
"Spaeth, Joe L",Joe L Spaeth,"['Spaeth, Joe L']"
"Latham, Joe",Joe Latham,"['Latham, Joe']"
Joe Mattey,Joe Mattey,['Joe Mattey']
Joe Orsini,Joe Orsini,['Joe Orsini']
"Peek, Joe",Joe Peek,"['Peek, Joe', 'Joe Peek']"
"Hulett, Joe R",Joe R Hulett,"['Hulett, Joe R']"
"Bain, Joe S",Joe S Bain,"['Bain, Joe S', 'Joe S. Bain']"
"Swierzbinski, Joe",Joe Swierzbinski,"['Swierzbinski, Joe']"
"Tharakan, Joe",Joe Tharakan,"['Tharakan, Joe']"
"Vecci, Joe",Joe Vecci,"['Vecci, Joe']"
"Zhu, Joe",Joe Zhu,"['Zhu, Joe']"
Joel B. Dirlam,Joel B. Dirlam,['Joel B. Dirlam']
Joel B. Slemrod,Joel B. Slemrod,"['Joel B. Slemrod', 'Slemrod, Joel', 'Slemrod, Joel B', 'Joel Slemrod']"
"Bergsman, Joel",Joel Bergsman,"['Bergsman, Joel', 'Joel Bergsman']"
Joel Dean,Joel Dean,['Joel Dean']
"Houston, Joel F",Joel F Houston,"['Houston, Joel F', 'Houston, Joel F.', 'Joel F. Houston', 'Houston, Joel']"
"Fried, Joel",Joel Fried,"['Fried, Joel']"
"Greer, Joel",Joel Greer,"['Greer, Joel']"
"Hasabrouck, Joel",Joel Hasabrouck,"['Hasabrouck, Joel']"
Joel Hasbrouck,Joel Hasbrouck,"['Joel Hasbrouck', 'Hasbrouck, Joel']"
Joel Horowitz,Joel Horowitz,"['Joel Horowitz', 'Horowitz, Joel L.', 'Horowitz, J.', 'Horowitz, Joel L', 'Joel L. Horowitz']"
Joel I. Seidman,Joel I. Seidman,"['Joel I. Seidman', 'Joel Seidman']"
"Prakken, Joel L.",Joel L. Prakken,"['Prakken, Joel L.', 'Joel L. Prakken']"
Joel L. Schrag,Joel L. Schrag,['Joel L. Schrag']
"Guttman, Joel M",Joel M Guttman,"['Guttman, Joel M', 'Guttman, Joel M.', 'Joel M. Guttman']"
Joel M. David,Joel M. David,"['Joel M. David', 'David, Joel M.', 'David, J. H.']"
Joel M. Podolny,Joel M. Podolny,['Joel M. Podolny']
Joel M. Vanden,Joel M. Vanden,"['Joel M. Vanden', 'Vanden, Joel M.']"
"Mokyr, Joel",Joel Mokyr,"['Mokyr, Joel', 'Joel Mokyr']"
"Morse, Joel N.",Joel N. Morse,"['Morse, Joel N.']"
Joel Owen,Joel Owen,"['Joel Owen', 'Owen, Joel']"
Joel Peress,Joel Peress,"['Joel Peress', 'Peress, Joel', 'Joël Peress']"
"Petey, Joel",Joel Petey,"['Petey, Joel']"
Joel Popkin,Joel Popkin,"['Joel Popkin', 'Popkin, Joel']"
"Rentzler, Joel",Joel Rentzler,"['Rentzler, Joel']"
"Rodrigue, Joel",Joel Rodrigue,"['Rodrigue, Joel']"
"Demski, Joel S.",Joel S. Demski,"['Demski, Joel S.', 'Joel S. Demski']"
"Segall, Joel",Joel Segall,"['Segall, Joel', 'Joel E. Segall', 'Segall, Joel E']"
"Shapiro, Joel",Joel Shapiro,"['Shapiro, Joel', 'Joel Shapiro']"
Joel Sobel,Joel Sobel,"['Joel Sobel', 'Sobel, Joel']"
"Stiebale, Joel",Joel Stiebale,"['Stiebale, Joel']"
"Harper, Joel T.",Joel T. Harper,"['Harper, Joel T.']"
Joel Waldfogel,Joel Waldfogel,"['Joel Waldfogel', 'Waldfogel, Joel']"
"Watson, Joel",Joel Watson,"['Watson, Joel', 'Joel Watson']"
"Yellin, Joel",Joel Yellin,"['Yellin, Joel']"
"Zinn, Joel",Joel Zinn,"['Zinn, Joel']"
"Citron, Joel-Tomas",Joel-Tomas Citron,"['Citron, Joel-Tomas']"
"Miffre, Joelle",Joelle Miffre,"['Miffre, Joelle', 'Miffre, Joëlle']"
"Sonnemans, Joep",Joep Sonnemans,"['Sonnemans, Joep', 'Joep Sonnemans']"
Joerg Heining,Joerg Heining,['Joerg Heining']
Joeri Sol,Joeri Sol,['Joeri Sol']
"Swait, Joffre",Joffre Swait,"['Swait, Joffre']"
"Lybeck, Johan A.",Johan A. Lybeck,"['Lybeck, Johan A.']"
"Mistiaen, Johan A.",Johan A. Mistiaen,"['Mistiaen, Johan A.']"
"Devriese, Johan",Johan Devriese,"['Devriese, Johan']"
"Duyvesteyn, Johan",Johan Duyvesteyn,"['Duyvesteyn, Johan']"
"Kaashoek, Johan F.",Johan F. Kaashoek,"['Kaashoek, Johan F.']"
Johan F.M. Swinnen,Johan F.M. Swinnen,"['Johan F.M. Swinnen', 'Johan Swinnen', 'Johan F. M. Swinnen']"
"Fritzell, Johan",Johan Fritzell,"['Fritzell, Johan']"
Johan Hombert,Johan Hombert,"['Johan Hombert', 'Hombert, Johan']"
"Graafland, Johan J.",Johan J. Graafland,"['Graafland, Johan J.']"
Johan Lagerl–f,Johan Lagerl–f,['Johan Lagerl–f']
"Linden, Johan",Johan Linden,"['Linden, Johan']"
"Kuhn, Johan M.",Johan M. Kuhn,"['Kuhn, Johan M.']"
"Myhrman, Johan",Johan Myhrman,"['Myhrman, Johan']"
"Rewilak, Johan",Johan Rewilak,"['Rewilak, Johan']"
Johan Stennek,Johan Stennek,"['Johan Stennek', 'Stennek, Johan']"
Johan Sulaeman,Johan Sulaeman,"['Johan Sulaeman', 'Sulaeman, Johan']"
"Söderberg, Johan",Johan Söderberg,"['Söderberg, Johan']"
"Torstensson, Johan",Johan Torstensson,"['Torstensson, Johan']"
"Van Gompel, Johan",Johan Van Gompel,"['Van Gompel, Johan']"
"Vikström, Johan",Johan Vikström,"['Vikström, Johan', 'Johan Vikström']"
